service_code,service_name,zone_label,country_codes,min_weight,max_weight,max_length,max_width,max_height,rate,currency,transit_days,domicile,international
hermes_standard,Hermes Standard,Germany,DE,0.01,1.0,120,60,60,3.50,EUR,2-3,true,false
hermes_standard,Hermes Standard,Germany,DE,1.0,3.0,120,60,60,4.50,EUR,2-3,true,false
hermes_standard,Hermes Standard,Germany,DE,3.0,5.0,120,60,60,5.49,EUR,2-3,true,false
hermes_standard,Hermes Standard,Germany,DE,5.0,10.0,120,60,60,6.99,EUR,2-3,true,false
hermes_standard,Hermes Standard,Germany,DE,10.0,25.0,120,60,60,8.49,EUR,2-3,true,false
hermes_standard,Hermes Standard,Germany,DE,25.0,31.5,120,60,60,10.99,EUR,2-3,true,false
hermes_next_day,Hermes Next Day,Germany,DE,0.01,5.0,120,60,60,8.99,EUR,1,true,false
hermes_next_day,Hermes Next Day,Germany,DE,5.0,10.0,120,60,60,9.99,EUR,1,true,false
hermes_next_day,Hermes Next Day,Germany,DE,10.0,25.0,120,60,60,11.99,EUR,1,true,false
hermes_next_day,Hermes Next Day,Germany,DE,25.0,31.5,120,60,60,14.99,EUR,1,true,false
hermes_stated_day,Hermes Stated Day,Germany,DE,0.01,5.0,120,60,60,5.99,EUR,1-5,true,false
hermes_stated_day,Hermes Stated Day,Germany,DE,5.0,10.0,120,60,60,6.99,EUR,1-5,true,false
hermes_stated_day,Hermes Stated Day,Germany,DE,10.0,25.0,120,60,60,8.49,EUR,1-5,true,false
hermes_stated_day,Hermes Stated Day,Germany,DE,25.0,31.5,120,60,60,10.99,EUR,1-5,true,false
hermes_parcel_shop,Hermes Parcel Shop,Germany,DE,0.01,1.0,120,60,60,2.99,EUR,2-3,true,false
hermes_parcel_shop,Hermes Parcel Shop,Germany,DE,1.0,3.0,120,60,60,3.49,EUR,2-3,true,false
hermes_parcel_shop,Hermes Parcel Shop,Germany,DE,3.0,5.0,120,60,60,3.99,EUR,2-3,true,false
hermes_parcel_shop,Hermes Parcel Shop,Germany,DE,5.0,10.0,120,60,60,4.99,EUR,2-3,true,false
hermes_parcel_shop,Hermes Parcel Shop,Germany,DE,10.0,25.0,120,60,60,6.99,EUR,2-3,true,false
hermes_international,Hermes International,Europe,"AT,BE,CH,CZ,DK,ES,FI,FR,GB,HU,IE,IT,LU,NL,PL,PT,SE,SK",0.01,2.0,120,60,60,9.99,EUR,3-7,false,true
hermes_international,Hermes International,Europe,"AT,BE,CH,CZ,DK,ES,FI,FR,GB,HU,IE,IT,LU,NL,PL,PT,SE,SK",2.0,5.0,120,60,60,12.99,EUR,3-7,false,true
hermes_international,Hermes International,Europe,"AT,BE,CH,CZ,DK,ES,FI,FR,GB,HU,IE,IT,LU,NL,PL,PT,SE,SK",5.0,10.0,120,60,60,15.99,EUR,3-7,false,true
hermes_international,Hermes International,Europe,"AT,BE,CH,CZ,DK,ES,FI,FR,GB,HU,IE,IT,LU,NL,PL,PT,SE,SK",10.0,20.0,120,60,60,19.99,EUR,3-7,false,true
hermes_international,Hermes International,Europe,"AT,BE,CH,CZ,DK,ES,FI,FR,GB,HU,IE,IT,LU,NL,PL,PT,SE,SK",20.0,31.5,120,60,60,24.99,EUR,3-7,false,true
